1024468684.6018646, 22.010791449829657
1156091281.3835695, 26.312071387228386
1352800003.7716792, 33.06586170089115
1602228340.8774688, 42.7570518002085
1897646103.7504754, 54.50471944608113
2302526962.1793175, 65.15586103639367
2776959550.4418664, 75.15692315720203
3410424181.1031094, 89.84385372349008
4163154919.558007, 103.63438534979389
5051403647.427522, 117.00840364257924
6055530989.144045, 132.10833910746948
7481966305.138806, 147.0421555091075
9413546686.683006, 159.05612127803425
12207146966.133133, 172.05167884284572
16217120857.339201, 183.47035085452524
20777117787.139538, 191.50077797460025
24907231614.56177, 199.88269381985924
31148584831.20599, 219.3235522733312
43430544633.16696, 254.80124774938847
56319159908.80225, 262.18307403757956
84432410116.4514, 271.7118172700409
108829192513.71455, 343.9015304333732
153586026975.24933, 467.4847432275116
287950333129.96185, 600.1980410772171
130462460295.75034, 402.3936908624892
67923647171.35963, 265.95380095826175
36669455560.48415, 235.55537752607296
95280192229.36595, 306.77622955241384
186355067694.43994, 505.68022317804173
241658513517.32196, 558.8391478007308
